TopicID,TopicName,KnowledgeDomain,PointID,PointTitle,PointType,ExamUse,Importance,Difficulty,SourceFile,SourceLocator,ShouldCard,Reason,RelatedQuestionIDs,NeedsReview
T-QUAL-002,质量管理七工具、新七工具与质量问题分析,质量管理,T-QUAL-002-KP-001,帕累托图 vs 因果图的场景区分卡。,辨析,上午选择,A,3,topic_learning_packages/topics/08_质量管理/T-QUAL-002_专题学习包_质量管理七工具新七工具与质量问题分析.md,line 124,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-QUAL-002,质量管理七工具、新七工具与质量问题分析,质量管理,T-QUAL-002-KP-002,控制图七点法则卡。,概念,上午选择,A,3,topic_learning_packages/topics/08_质量管理/T-QUAL-002_专题学习包_质量管理七工具新七工具与质量问题分析.md,line 135,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-QUAL-002,质量管理七工具、新七工具与质量问题分析,质量管理,T-QUAL-002-KP-003,因果图使用场景判断卡。,概念,上午选择,A,3,topic_learning_packages/topics/08_质量管理/T-QUAL-002_专题学习包_质量管理七工具新七工具与质量问题分析.md,line 146,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-QUAL-002,质量管理七工具、新七工具与质量问题分析,质量管理,T-QUAL-002-KP-004,直方图 vs 帕累托图的核心区别卡。,辨析,上午选择,B,3,topic_learning_packages/topics/08_质量管理/T-QUAL-002_专题学习包_质量管理七工具新七工具与质量问题分析.md,line 160,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-QUAL-002,质量管理七工具、新七工具与质量问题分析,质量管理,T-QUAL-002-KP-005,检查表作用卡（收集数据的基础工具）。,概念,上午选择,B,3,topic_learning_packages/topics/08_质量管理/T-QUAL-002_专题学习包_质量管理七工具新七工具与质量问题分析.md,line 174,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-QUAL-002,质量管理七工具、新七工具与质量问题分析,质量管理,T-QUAL-002-KP-006,质量工具链卡（检查表→帕累托→因果图）。,概念,上午选择,B,3,topic_learning_packages/topics/08_质量管理/T-QUAL-002_专题学习包_质量管理七工具新七工具与质量问题分析.md,line 184,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-QUAL-002,质量管理七工具、新七工具与质量问题分析,质量管理,T-QUAL-002-KP-007,帕累托图用途；因果图用途；控制图用途。,概念,上午选择,B,3,topic_learning_packages/topics/08_质量管理/T-QUAL-002_专题学习包_质量管理七工具新七工具与质量问题分析.md,line 229,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-QUAL-003,质量问题案例模板：缺陷、测试、验收与纠偏,质量管理,T-QUAL-003-KP-001,质量案例三问诊断法卡。,案例模板,下午案例,A,3,topic_learning_packages/topics/08_质量管理/T-QUAL-003_专题学习包_质量问题案例模板缺陷测试验收与纠偏.md,line 73,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-QUAL-003,质量问题案例模板：缺陷、测试、验收与纠偏,质量管理,T-QUAL-003-KP-002,质量案例不妥点清单；项目经理质量责任；质量控制基本步骤。,流程,下午案例,A,3,topic_learning_packages/topics/08_质量管理/T-QUAL-003_专题学习包_质量问题案例模板缺陷测试验收与纠偏.md,line 118,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-COM-001,沟通渠道计算与干系人参与管理,人力资源与沟通管理,T-COM-001-KP-001,沟通渠道公式卡 + 扩展人数计算卡。,公式/计算,计算题,A,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-COM-001_专题学习包_沟通渠道计算与干系人参与管理.md,line 107,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-COM-001,沟通渠道计算与干系人参与管理,人力资源与沟通管理,T-COM-001-KP-002,三种沟通方式判断卡（含场景关键词）。,关键词,上午选择,A,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-COM-001_专题学习包_沟通渠道计算与干系人参与管理.md,line 124,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-COM-001,沟通渠道计算与干系人参与管理,人力资源与沟通管理,T-COM-001-KP-003,干系人参与度五级判断卡（含行为关键词）。,关键词,上午选择,A,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-COM-001_专题学习包_沟通渠道计算与干系人参与管理.md,line 141,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-COM-001,沟通渠道计算与干系人参与管理,人力资源与沟通管理,T-COM-001-KP-004,沟通障碍类型判断卡。,概念,上午选择,B,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-COM-001_专题学习包_沟通渠道计算与干系人参与管理.md,line 158,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-COM-001,沟通渠道计算与干系人参与管理,人力资源与沟通管理,T-COM-001-KP-005,沟通干系人案例模板卡。,案例模板,下午案例,B,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-COM-001_专题学习包_沟通渠道计算与干系人参与管理.md,line 172,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-COM-001,沟通渠道计算与干系人参与管理,人力资源与沟通管理,T-COM-001-KP-006,沟通渠道公式；新增成员后渠道变化；渠道数 vs 沟通效果。,公式/计算,计算题,B,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-COM-001_专题学习包_沟通渠道计算与干系人参与管理.md,line 216,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-HR-001,项目人力资源管理：组织计划、团队建设与团队管理,人力资源与沟通管理,T-HR-001-KP-001,RACI 四角色定义卡。R多个/A唯一规则卡。,概念,上午选择,A,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-HR-001_专题学习包_项目人力资源管理组织计划团队建设与团队管理.md,line 94,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-HR-001,项目人力资源管理：组织计划、团队建设与团队管理,人力资源与沟通管理,T-HR-001-KP-002,塔克曼五阶段的关键词判断卡。,关键词,上午选择,A,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-HR-001_专题学习包_项目人力资源管理组织计划团队建设与团队管理.md,line 109,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-HR-001,项目人力资源管理：组织计划、团队建设与团队管理,人力资源与沟通管理,T-HR-001-KP-003,冲突五种策略的场景判断卡。,概念,上午选择,A,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-HR-001_专题学习包_项目人力资源管理组织计划团队建设与团队管理.md,line 124,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-HR-001,项目人力资源管理：组织计划、团队建设与团队管理,人力资源与沟通管理,T-HR-001-KP-004,双因素理论卡（保健因素 vs 激励因素）。,辨析,上午选择,B,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-HR-001_专题学习包_项目人力资源管理组织计划团队建设与团队管理.md,line 139,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-HR-001,项目人力资源管理：组织计划、团队建设与团队管理,人力资源与沟通管理,T-HR-001-KP-005,RAM vs RACI 关系卡。,辨析,上午选择,B,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-HR-001_专题学习包_项目人力资源管理组织计划团队建设与团队管理.md,line 154,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-HR-001,项目人力资源管理：组织计划、团队建设与团队管理,人力资源与沟通管理,T-HR-001-KP-006,团队冲突案例模板卡。,案例模板,下午案例,B,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-HR-001_专题学习包_项目人力资源管理组织计划团队建设与团队管理.md,line 166,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-HR-001,项目人力资源管理：组织计划、团队建设与团队管理,人力资源与沟通管理,T-HR-001-KP-007,RAM 的用途；组织结构图 vs RAM；团队建设不是简单组建人员。,辨析,上午选择,B,3,topic_learning_packages/topics/09_人力资源与沟通管理/T-HR-001_专题学习包_项目人力资源管理组织计划团队建设与团队管理.md,line 211,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,T-RISK-001-KP-001,四种威胁应对策略的关键动作判断卡。,概念,上午选择,A,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,line 97,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,T-RISK-001-KP-002,规避（消除风险本身）vs 转移（风险还在但换人扛）辨析卡。,辨析,上午选择,A,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,line 112,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,T-RISK-001-KP-003,四种机会应对策略的关键动作判断卡。,概念,上午选择,A,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,line 127,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,T-RISK-001-KP-004,风险→问题的生命周期卡。,概念,上午选择,B,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,line 142,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,T-RISK-001-KP-005,风险应对策略综合判断题卡。,概念,上午选择,B,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,line 154,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-001,风险识别、风险登记册与风险应对策略,干系人与风险管理,T-RISK-001-KP-006,德尔菲技术用途；风险登记册记录什么；风险 vs 问题。,辨析,上午选择,B,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-001_专题学习包_风险识别风险登记册与风险应对策略.md,line 199,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,T-RISK-002-KP-001,EMV 公式卡。,公式/计算,计算题,A,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,line 107,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,T-RISK-002-KP-002,决策树计算流程卡。,公式/计算,计算题,A,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,line 144,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,T-RISK-002-KP-003,定性 vs 定量分析的区分卡。,辨析,上午选择,A,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,line 161,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,T-RISK-002-KP-004,概率影响矩阵用途卡。,概念,上午选择,B,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,line 176,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,T-RISK-002-KP-005,风险分析不足案例模板卡。,案例模板,下午案例,B,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,line 190,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-RISK-002,定性/定量风险分析、EMV 与决策树,干系人与风险管理,T-RISK-002-KP-006,定性 vs 定量；概率影响矩阵；EMV 不是最可能结果。,辨析,上午选择,B,3,topic_learning_packages/topics/10_干系人与风险管理/T-RISK-002_专题学习包_定性定量风险分析EMV与决策树.md,line 235,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,T-PROC-001-KP-001,合同类型选择判断卡（含关键词→合同类型映射）。,关键词,上午选择,A,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,line 117,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,T-PROC-001-KP-002,不确定性 → 成本补偿合同的直觉卡。,概念,上午选择,A,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,line 134,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,T-PROC-001-KP-003,三种合同类型的风险分配卡。,概念,上午选择,A,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,line 151,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,T-PROC-001-KP-004,CPIF 激励机制公式卡。,公式/计算,计算题,B,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,line 168,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,T-PROC-001-KP-005,自制外购分析的多因素判断卡。,概念,上午选择,B,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,line 185,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,T-PROC-001-KP-006,合同选型案例模板卡。,案例模板,下午案例,B,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,line 199,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-001,合同类型、风险分配与采购决策,采购与合同管理,T-PROC-001-KP-007,固定总价合同风险；成本补偿合同适用场景；索赔为什么必须以合同为依据。,概念,上午选择,B,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-001_专题学习包_合同类型选择与风险分配.md,line 244,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,T-PROC-002-KP-001,采购方式选择判断卡。,概念,上午选择,A,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,line 97,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,T-PROC-002-KP-002,单一来源采购的关键条件卡。,概念,上午选择,A,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,line 111,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,T-PROC-002-KP-003,投标不足 3 家的处理规则卡。,概念,上午选择,A,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,line 125,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,T-PROC-002-KP-004,否决投标常见情形判断卡。,概念,上午选择,B,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,line 139,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,T-PROC-002-KP-005,中标通知书法律效力卡。,概念,上午选择,B,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,line 153,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-PROC-002,招投标、政府采购与采购流程管理,采购与合同管理,T-PROC-002-KP-006,投标文件送达要求；公开招标 vs 邀请招标；单一来源采购比例条件 [待核验]。,辨析,上午选择,B,3,topic_learning_packages/topics/11_采购与合同管理/T-PROC-002_专题学习包_招投标政府采购与采购流程管理.md,line 198,needs_review,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,yes
T-CFG-001,配置管理：配置项、基线、配置库与版本控制,配置变更知识产权与法律法规,T-CFG-001-KP-001,三类配置库的定位判断卡。,概念,上午选择,A,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-CFG-001_专题学习包_配置管理配置项基线配置库与版本控制.md,line 74,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CFG-001,配置管理：配置项、基线、配置库与版本控制,配置变更知识产权与法律法规,T-CFG-001-KP-002,基线定义与作用卡。,概念,上午选择,A,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-CFG-001_专题学习包_配置管理配置项基线配置库与版本控制.md,line 89,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CFG-001,配置管理：配置项、基线、配置库与版本控制,配置变更知识产权与法律法规,T-CFG-001-KP-003,变更批准后 → 配置更新的衔接卡。,概念,上午选择,A,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-CFG-001_专题学习包_配置管理配置项基线配置库与版本控制.md,line 104,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CFG-001,配置管理：配置项、基线、配置库与版本控制,配置变更知识产权与法律法规,T-CFG-001-KP-004,三类库权限比较卡。,概念,上午选择,B,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-CFG-001_专题学习包_配置管理配置项基线配置库与版本控制.md,line 119,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CFG-001,配置管理：配置项、基线、配置库与版本控制,配置变更知识产权与法律法规,T-CFG-001-KP-005,基线的含义；开发库/受控库/产品库；配置控制步骤。,流程,上午选择,B,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-CFG-001_专题学习包_配置管理配置项基线配置库与版本控制.md,line 164,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-LAW-001,法律法规基础、合同法、招投标法与政府采购法考点,配置变更知识产权与法律法规,T-LAW-001-KP-001,招标公告/投标/中标通知书的要约阶段卡。,概念,上午选择,A,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-LAW-001_专题学习包_法律法规基础合同法招投标法与政府采购法考点.md,line 92,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-LAW-001,法律法规基础、合同法、招投标法与政府采购法考点,配置变更知识产权与法律法规,T-LAW-001-KP-002,合同成立 vs 生效辨析卡。,辨析,上午选择,A,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-LAW-001_专题学习包_法律法规基础合同法招投标法与政府采购法考点.md,line 106,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-LAW-001,法律法规基础、合同法、招投标法与政府采购法考点,配置变更知识产权与法律法规,T-LAW-001-KP-003,招投标禁止行为判断卡。,概念,上午选择,A,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-LAW-001_专题学习包_法律法规基础合同法招投标法与政府采购法考点.md,line 120,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-LAW-001,法律法规基础、合同法、招投标法与政府采购法考点,配置变更知识产权与法律法规,T-LAW-001-KP-004,违约金调整原则卡。,概念,上午选择,B,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-LAW-001_专题学习包_法律法规基础合同法招投标法与政府采购法考点.md,line 134,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-LAW-001,法律法规基础、合同法、招投标法与政府采购法考点,配置变更知识产权与法律法规,T-LAW-001-KP-005,强制 vs 推荐标准判断卡。,辨析,上午选择,B,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-LAW-001_专题学习包_法律法规基础合同法招投标法与政府采购法考点.md,line 148,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-LAW-001,法律法规基础、合同法、招投标法与政府采购法考点,配置变更知识产权与法律法规,T-LAW-001-KP-006,招标公告/投标/中标通知书对应关系；合同条款含混为什么危险；GB vs GB/T vs GB/Z。,辨析,上午选择,B,3,topic_learning_packages/topics/12_配置变更知识产权与法律法规/T-LAW-001_专题学习包_法律法规基础合同法招投标法与政府采购法考点.md,line 193,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-INFO-002,企业信息化系统：ERP、CRM、SCM、BI、EAI 辨析,信息系统技术基础,T-INFO-002-KP-001,ERP vs CRM 的判断卡（管内部资源 vs 管客户关系）。,辨析,上午选择,A,3,topic_learning_packages/topics/13_信息系统技术基础/T-INFO-002_专题学习包_企业信息化系统ERP_CRM_SCM_BI_EAI辨析.md,line 85,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-INFO-002,企业信息化系统：ERP、CRM、SCM、BI、EAI 辨析,信息系统技术基础,T-INFO-002-KP-002,BI 特征关键词卡（数据仓库/OLAP/数据挖掘/决策支持）。,关键词,上午选择,A,3,topic_learning_packages/topics/13_信息系统技术基础/T-INFO-002_专题学习包_企业信息化系统ERP_CRM_SCM_BI_EAI辨析.md,line 96,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-INFO-002,企业信息化系统：ERP、CRM、SCM、BI、EAI 辨析,信息系统技术基础,T-INFO-002-KP-003,EAI vs BI 的场景区分卡。,辨析,上午选择,A,3,topic_learning_packages/topics/13_信息系统技术基础/T-INFO-002_专题学习包_企业信息化系统ERP_CRM_SCM_BI_EAI辨析.md,line 107,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-INFO-002,企业信息化系统：ERP、CRM、SCM、BI、EAI 辨析,信息系统技术基础,T-INFO-002-KP-004,五系统一句话定位卡。,概念,上午选择,B,3,topic_learning_packages/topics/13_信息系统技术基础/T-INFO-002_专题学习包_企业信息化系统ERP_CRM_SCM_BI_EAI辨析.md,line 121,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-INFO-002,企业信息化系统：ERP、CRM、SCM、BI、EAI 辨析,信息系统技术基础,T-INFO-002-KP-005,企业信息化场景匹配综合卡。,概念,上午选择,B,3,topic_learning_packages/topics/13_信息系统技术基础/T-INFO-002_专题学习包_企业信息化系统ERP_CRM_SCM_BI_EAI辨析.md,line 133,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-INFO-002,企业信息化系统：ERP、CRM、SCM、BI、EAI 辨析,信息系统技术基础,T-INFO-002-KP-006,ERP vs MRP II；CRM 数据类型；数据仓库与 OLAP。,辨析,上午选择,B,3,topic_learning_packages/topics/13_信息系统技术基础/T-INFO-002_专题学习包_企业信息化系统ERP_CRM_SCM_BI_EAI辨析.md,line 177,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,T-CASE-001-KP-001,"进度延误案例模板卡（""未做活动估算→未识别关键路径→盲目赶工→效果不佳""链）。",案例模板,下午案例,A,3,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,line 244,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,T-CASE-001-KP-002,"挣值案例模板卡（""只看时间进度→掩盖真实绩效→缺 EVM 方法""链）。",案例模板,下午案例,A,3,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,line 265,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,T-CASE-001-KP-003,"范围蔓延案例模板卡（""绕过PM→口头变更→无流程→蔓延""链）。",流程,下午案例,A,3,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,line 287,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,T-CASE-001-KP-004,"质量案例模板卡（""无QA→QC集中在后期→缺陷爆发→失败成本高""链）。",案例模板,下午案例,B,3,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,line 309,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,T-CASE-001-KP-005,"沟通干系人案例模板卡（""识别不全→沟通范围窄→无反馈→冲突爆发""链）。",案例模板,下午案例,B,3,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,line 330,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,T-CASE-001-KP-006,"合同纠纷案例模板卡（""合同类型不当→变更费用不明→争议升级""链）。",案例模板,下午案例,B,3,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,line 351,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CASE-001,下午案例题通用审题与答题方法,案例分析专题,T-CASE-001-KP-007,事实层/管理层/答题层；信号词到知识域；措施必须对应原因。,关键词,上午选择,B,3,topic_learning_packages/topics/14_案例分析专题/T-CASE-001_专题学习包_下午案例题通用审题与答题方法.md,line 396,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CASE-002,进度延误与成本超支案例专项模板,案例分析专题,T-CASE-002-KP-001,EVM 案例答题步骤；赶工先看关键路径；加新人为什么可能拖慢项目。,流程,下午案例,A,3,topic_learning_packages/topics/14_案例分析专题/T-CASE-002_专题学习包_进度延误与成本超支案例专项模板.md,line 139,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
T-CASE-003,范围蔓延、变更失控与合同纠纷案例模板,案例分析专题,T-CASE-003-KP-001,范围说明书内容；范围蔓延 vs 合法变更；合同附件与验收标准。,辨析,上午选择,A,3,topic_learning_packages/topics/14_案例分析专题/T-CASE-003_专题学习包_范围蔓延变更失控与合同纠纷案例模板.md,line 150,yes,来自专题学习包明确制卡提示，经脚本转入候选考点；正式卡片另行重写,,no
