KnowledgePointID,TopicID,TopicName,Domain,SourceIDs,SourceFiles,HeadingPath,KnowledgePoint,WhyExamRelevant,CardTypes,ExamUse,Importance,Difficulty,NeedsVerification,RelatedTopicIDs,RelatedQuestionIDs,RejectRisk
KP-0066,T-SCOPE-002,WBS、工作包、WBS 字典与范围基准,范围管理,SRC-T-SCOPE-002-0008,topic_learning_packages/topics/05_范围管理/T-SCOPE-002_专题学习包_WBS工作包WBS字典与范围基准.md,WBS、工作包、WBS 字典与范围基准 > 本轮真题覆盖增强：WBS 与工作包陷阱,本轮真题覆盖增强：WBS 与工作包陷阱 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。2010 上半年上午题直接考“WBS 最底层工作单元不是功能模块”；下午范围题常从范围说明书和验收标准缺失切入。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡;辨析卡,下午案例,A,3,True,,,verification
KP-0067,T-SCOPE-002,WBS、工作包、WBS 字典与范围基准,范围管理,SRC-T-SCOPE-002-0010,topic_learning_packages/topics/05_范围管理/T-SCOPE-002_专题学习包_WBS工作包WBS字典与范围基准.md,WBS、工作包、WBS 字典与范围基准 > 本专题的最小掌握标准,"本专题的最小掌握标准 学完本专题后，你至少应该能做到五件事。 第一，能解释 WBS 为什么是""以可交付成果为导向的层级分解""，并指出""按活动分解""和""按部门分解""的错误。",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,True,,,verification
KP-0068,T-SCOPE-002,WBS、工作包、WBS 字典与范围基准,范围管理,SRC-T-SCOPE-002-0011,topic_learning_packages/topics/05_范围管理/T-SCOPE-002_专题学习包_WBS工作包WBS字典与范围基准.md,WBS、工作包、WBS 字典与范围基准 > 待核验与后续改进,待核验与后续改进 - 工作包 8~80 小时的经验规则来源于 PMI 实践指南，软考教程的具体表述需回查原文。[待核验] - 控制账户在挣值管理中的具体配置规则需结合教材第 9 章成本管理部分确认。,可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,True,,,verification
KP-0069,T-SCH-002,活动排序、依赖关系、PDM/AOA 与提前滞后量,进度管理,SRC-T-SCH-002-0001,topic_learning_packages/topics/06_进度管理/T-SCH-002_专题学习包_活动排序依赖关系PDM_AOA与提前滞后量.md,活动排序、依赖关系、PDM/AOA 与提前滞后量,"T-SCH-002｜活动排序、依赖关系、PDM/AOA 与提前滞后量 本专题用于学习""项目进度管理""中连接""活动定义""和""关键路径计算""的关键中间环节：活动排序、四种依赖关系（FS/SS/FF/SF）、前导图法（PDM/AON）与箭线图法（ADM/AOA）、四种依赖类型（强制性/选择性/外部/内部）、提前量与滞后量。它们不是孤立画法，而是围绕一个核心问题展开",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;流程卡;计算卡,计算题,A,3,False,,,
KP-0070,T-SCH-002,活动排序、依赖关系、PDM/AOA 与提前滞后量,进度管理,SRC-T-SCH-002-0002,topic_learning_packages/topics/06_进度管理/T-SCH-002_专题学习包_活动排序依赖关系PDM_AOA与提前滞后量.md,活动排序、依赖关系、PDM/AOA 与提前滞后量 > 先看这个专题的主线,"先看这个专题的主线 很多同学学进度管理时直接从 WBS 跳到关键路径，忽略了中间最关键的""排序""环节。活动排序决定了整个网络图的结构——如果依赖关系画错了，后面的关键路径、时差计算、进度压缩全都跟着错。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0071,T-SCH-002,活动排序、依赖关系、PDM/AOA 与提前滞后量,进度管理,SRC-T-SCH-002-0003,topic_learning_packages/topics/06_进度管理/T-SCH-002_专题学习包_活动排序依赖关系PDM_AOA与提前滞后量.md,活动排序、依赖关系、PDM/AOA 与提前滞后量 > 四种依赖关系类型,四种依赖关系类型 [概念组｜活动的四种依赖关系] 1. 完成-开始（FS）：前序活动完成后，后续活动才能开始。这是最常用的关系。,可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,False,,,
KP-0072,T-SCH-002,活动排序、依赖关系、PDM/AOA 与提前滞后量,进度管理,SRC-T-SCH-002-0004,topic_learning_packages/topics/06_进度管理/T-SCH-002_专题学习包_活动排序依赖关系PDM_AOA与提前滞后量.md,活动排序、依赖关系、PDM/AOA 与提前滞后量 > 四种依赖确定方式,四种依赖确定方式 [概念组｜依赖的确定方式] 1. 强制性依赖（硬逻辑）：工作本身的内在性质决定的，不可违反。例如：必须先建地基才能建墙壁。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;辨析卡,上午选择,A,3,False,,,
KP-0073,T-SCH-002,活动排序、依赖关系、PDM/AOA 与提前滞后量,进度管理,SRC-T-SCH-002-0005,topic_learning_packages/topics/06_进度管理/T-SCH-002_专题学习包_活动排序依赖关系PDM_AOA与提前滞后量.md,活动排序、依赖关系、PDM/AOA 与提前滞后量 > PDM/AON 与 ADM/AOA 对比,PDM/AON 与 ADM/AOA 对比 [辨析｜PDM vs ADM] PDM（前导图法）= AON（单代号网络图）：活动在节点（方框）上，箭线表示逻辑关系。这是大多数项目管理软件采用的方法，也是软考最常用的画法。,可用于定义识别、场景判断、流程边界或案例答题。,辨析卡,上午选择,A,3,False,,,
KP-0074,T-SCH-002,活动排序、依赖关系、PDM/AOA 与提前滞后量,进度管理,SRC-T-SCH-002-0006,topic_learning_packages/topics/06_进度管理/T-SCH-002_专题学习包_活动排序依赖关系PDM_AOA与提前滞后量.md,活动排序、依赖关系、PDM/AOA 与提前滞后量 > 提前量与滞后量,提前量与滞后量 [定义｜提前量（Lead）] 允许后续活动提前开始的时间量。在 FS 关系中，后续活动可以在前序活动完成之前开始。,可用于定义识别、场景判断、流程边界或案例答题。,流程卡;辨析卡,上午选择,A,3,True,,,verification
KP-0075,T-SCH-002,活动排序、依赖关系、PDM/AOA 与提前滞后量,进度管理,SRC-T-SCH-002-0007,topic_learning_packages/topics/06_进度管理/T-SCH-002_专题学习包_活动排序依赖关系PDM_AOA与提前滞后量.md,活动排序、依赖关系、PDM/AOA 与提前滞后量 > 典型题详解与举一反三,"典型题详解与举一反三 例题 1｜依赖关系类型识别 活动 A 开始 3 天后，活动 B 才能开始。这种关系是： A. FS+3 B. SS+3 C. SF+3 D. FF+3 ""开始后→才能开始""→SS。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡;辨析卡,计算题,A,3,True,,,verification
KP-0076,T-SCH-002,活动排序、依赖关系、PDM/AOA 与提前滞后量,进度管理,SRC-T-SCH-002-0008,topic_learning_packages/topics/06_进度管理/T-SCH-002_专题学习包_活动排序依赖关系PDM_AOA与提前滞后量.md,活动排序、依赖关系、PDM/AOA 与提前滞后量 > 本轮真题覆盖增强：依赖关系与前导图识别,本轮真题覆盖增强：依赖关系与前导图识别 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。题库出现“编码前不能测试”判断强制依赖，以及 PDM/AOA 英文题。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;流程卡;辨析卡,下午案例,A,3,False,,,
KP-0077,T-SCH-002,活动排序、依赖关系、PDM/AOA 与提前滞后量,进度管理,SRC-T-SCH-002-0010,topic_learning_packages/topics/06_进度管理/T-SCH-002_专题学习包_活动排序依赖关系PDM_AOA与提前滞后量.md,活动排序、依赖关系、PDM/AOA 与提前滞后量 > 本专题的最小掌握标准,本专题的最小掌握标准 学完本专题后，你至少应该能做到四件事。 第一，能根据描述判断依赖关系的类型（FS/SS/FF/SF）并正确写出含提前量/滞后量的表达式。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,True,,,verification
KP-0078,T-SCH-002,活动排序、依赖关系、PDM/AOA 与提前滞后量,进度管理,SRC-T-SCH-002-0011,topic_learning_packages/topics/06_进度管理/T-SCH-002_专题学习包_活动排序依赖关系PDM_AOA与提前滞后量.md,活动排序、依赖关系、PDM/AOA 与提前滞后量 > 待核验与后续改进,"待核验与后续改进 - 教材中""提前量用负数表示、滞后量用正数表示""的约定是否与所有真题一致需回查。[待核验]",可用于定义识别、场景判断、流程边界或案例答题。,概念卡,上午选择,A,3,True,,,verification
KP-0079,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0001,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断,"T-SCH-003｜关键路径、总时差、自由时差与网络图判断 本专题用于学习""项目进度管理""中必出计算题和选择题的一组核心内容：前导图法（PDM）、箭线图法（ADM）、关键路径法（CPM）、总时差（总浮动时间）、自由时差（自由浮动时间）、网络图的正推法与逆推法。它们不是孤立概念，而是围绕一个核心问题展开：给定一组活动的工期和逻辑关系，如何确定项目的最短工期？",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0080,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0002,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 先看这个专题的主线,"先看这个专题的主线 关键路径这个专题最容易学成""算数训练""——拿到网络图就算 ES、EF、LS、LF，算出关键路径就结束。但软考不只需要你会算，还需要你理解背后的管理含义。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;流程卡;计算卡,计算题,A,3,True,,,verification
KP-0081,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0003,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 网络图的两种画法：PDM vs ADM,网络图的两种画法：PDM vs ADM 在计算关键路径之前，需要先理解活动之间的逻辑关系是如何表达的。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0082,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0004,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 网络图的两种画法：PDM vs ADM > 前导图法（PDM / AON）,"前导图法（PDM / AON） [定义｜PDM / AON] 前导图法（Precedence Diagramming Method）用方框（节点）代表活动，箭头表示活动之间的逻辑关系。因为只有活动节点需要编号，所以也叫单代号网络图（Activity On Node, AON）。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0083,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0005,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 网络图的两种画法：PDM vs ADM > 箭线图法（ADM / AOA）,"箭线图法（ADM / AOA） [定义｜ADM / AOA] 箭线图法（Arrow Diagramming Method）用箭线代表活动，节点代表事件（活动的开始或完成）。因为节点和箭线都需要编号，所以也叫双代号网络图（Activity On Arrow, AOA）。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0084,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0006,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 正推法与逆推法：计算时间参数的核心方法 > 正推法（Forward Pass）：计算 ES 和 EF,正推法（Forward Pass）：计算 ES 和 EF 正推法从网络图的起点开始，沿箭线方向逐个计算每个活动的最早开始时间（ES）和最早完成时间（EF）。 [规则｜正推法] 1. 起始活动的 ES = 0（或项目指定的开始日期） 2. EF = ES + 工期 3. 后续活动的 ES = 所有紧前活动中最大的 EF 4. 遇到汇合点时，ES 取所有进入路径,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0085,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0007,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 正推法与逆推法：计算时间参数的核心方法 > 逆推法（Backward Pass）：计算 LS 和 LF,逆推法（Backward Pass）：计算 LS 和 LF 逆推法从网络图的终点开始，逆箭线方向逐个计算每个活动的最迟开始时间（LS）和最迟完成时间（LF）。 [规则｜逆推法] 1. 结束活动的 LF = 项目的总工期（正推法算出的最后 EF） 2. LS = LF − 工期 3. 前置活动的 LF = 所有紧后活动中最小的 LS 4. 遇到分支点时，LF ,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0086,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0008,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 关键路径：决定项目最短工期的那条路径,关键路径：决定项目最短工期的那条路径 [定义｜关键路径] 关键路径是项目网络图中总持续时间最长的路径，它决定了项目的最短完成时间。关键路径上的活动称为关键活动，关键活动的总时差通常为零（在大多数情况下）。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,True,,,verification
KP-0087,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0009,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 总时差与自由时差：两个最容易被混淆的概念,总时差与自由时差：两个最容易被混淆的概念 [定义｜总时差（总浮动时间）] 在不延误项目完工日期的前提下，活动可以从其最早开始时间推迟的最大时间量。总时差 = LF − EF = LS − ES。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;计算卡;辨析卡,计算题,A,3,True,,,verification
KP-0088,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0010,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 典型题详解与举一反三,典型题详解与举一反三 例题 1｜关键路径识别 某项目网络图包含以下路径：路径 1：A-C-F（工期 12 天），路径 2：A-D-G（工期 15 天），路径 3：B-E-G（工期 14 天）。关键路径是哪条？,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;流程卡;计算卡;辨析卡,计算题,A,3,True,,,verification
KP-0089,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0011,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 本轮真题覆盖增强：关键路径变化与时差,本轮真题覆盖增强：关键路径变化与时差 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。下午题常给活动表求关键路径；上午题常考“关键路径可能变化、可能不止一条、不是所有控制点都在关键路径上”。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;案例模板卡;流程卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0090,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0013,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 本专题的最小掌握标准,本专题的最小掌握标准 学完本专题后，你至少应该能做到五件事。 第一，给定一个 5-10 个活动的网络图，能通过正推法和逆推法正确计算每个活动的 ES、EF、LS、LF，并识别关键路径。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡;辨析卡,计算题,A,3,True,,,verification
KP-0091,T-SCH-003,关键路径、总时差、自由时差与网络图判断,进度管理,SRC-T-SCH-003-0014,topic_learning_packages/topics/06_进度管理/T-SCH-003_专题学习包_关键路径总时差自由时差与网络图判断.md,关键路径、总时差、自由时差与网络图判断 > 待核验与后续改进,待核验与后续改进 - 本专题的例题为典型仿真题，基于常见考法构造，非引用具体年份真题。[待核验] - 关键链法（CCM）的内容在教程中存在，但非本专题重点，可在后续扩展。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;流程卡;计算卡,计算题,A,3,True,,,verification
KP-0092,T-COST-001,成本估算、成本预算、储备分析与成本基准,成本管理,SRC-T-COST-001-0001,topic_learning_packages/topics/07_成本管理/T-COST-001_专题学习包_成本估算预算储备分析与成本基准.md,成本估算、成本预算、储备分析与成本基准,"T-COST-001｜成本估算、成本预算、储备分析与成本基准 本专题用于学习""项目成本管理""中为挣值管理提供基础和上下文的核心内容：成本估算方法（类比/参数/自下而上/三点估算）、成本预算、成本基准、储备分析（应急储备 vs 管理储备）、资金限制平衡、成本失控的常见原因。它们不是挣值管理的附属品，而是围绕一个核心问题展开：在还不知道项目实际要花多少钱的时候，",可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡;辨析卡,下午案例,A,3,False,,,
KP-0093,T-COST-001,成本估算、成本预算、储备分析与成本基准,成本管理,SRC-T-COST-001-0002,topic_learning_packages/topics/07_成本管理/T-COST-001_专题学习包_成本估算预算储备分析与成本基准.md,成本估算、成本预算、储备分析与成本基准 > 先看这个专题的主线,"先看这个专题的主线 很多同学学成本管理直接跳到挣值管理（EV/PV/AC/CPI/SPI），忽略了挣值管理依赖的前提——成本基准（PV 的来源）是怎么来的。如果成本基准不准，挣值管理的所有计算都是基于错误基线的""精确错误""。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0094,T-COST-001,成本估算、成本预算、储备分析与成本基准,成本管理,SRC-T-COST-001-0003,topic_learning_packages/topics/07_成本管理/T-COST-001_专题学习包_成本估算预算储备分析与成本基准.md,成本估算、成本预算、储备分析与成本基准 > 成本估算方法,成本估算方法 [概念组｜成本估算主要方法] 1. 类比估算：使用以往类似项目的实际成本数据来估算当前项目。优点是快、成本低；缺点是准确性差。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0095,T-COST-001,成本估算、成本预算、储备分析与成本基准,成本管理,SRC-T-COST-001-0004,topic_learning_packages/topics/07_成本管理/T-COST-001_专题学习包_成本估算预算储备分析与成本基准.md,成本估算、成本预算、储备分析与成本基准 > 成本预算与成本基准,成本预算与成本基准 [定义｜成本预算] 成本预算是将批准的总成本估算分配到各个工作包和各个时间段的过程。它的输出是成本基准。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0096,T-COST-001,成本估算、成本预算、储备分析与成本基准,成本管理,SRC-T-COST-001-0005,topic_learning_packages/topics/07_成本管理/T-COST-001_专题学习包_成本估算预算储备分析与成本基准.md,成本估算、成本预算、储备分析与成本基准 > 储备分析：应急储备 vs 管理储备,储备分析：应急储备 vs 管理储备 [高频辨析｜应急储备 vs 管理储备] 应急储备：针对已识别风险（已知-未知）的预算预留。已经包含在成本基准中，项目经理可以动用。,可用于定义识别、场景判断、流程边界或案例答题。,辨析卡,上午选择,A,3,False,,,
KP-0097,T-COST-001,成本估算、成本预算、储备分析与成本基准,成本管理,SRC-T-COST-001-0006,topic_learning_packages/topics/07_成本管理/T-COST-001_专题学习包_成本估算预算储备分析与成本基准.md,成本估算、成本预算、储备分析与成本基准 > 典型题详解与举一反三,典型题详解与举一反三 例题 1｜估算方法选择 项目早期，需求尚未详细明确，项目经理需要快速给出一个粗略的成本估算。最合适的方法是： A. 自下而上估算 B. 参数估算 C. 类比估算 D. 三点估算 项目早期、信息有限、需要快速 → 类比估算最合适。,可用于定义识别、场景判断、流程边界或案例答题。,关键词识别卡;案例模板卡;辨析卡,下午案例,A,3,True,,,verification
KP-0098,T-COST-001,成本估算、成本预算、储备分析与成本基准,成本管理,SRC-T-COST-001-0007,topic_learning_packages/topics/07_成本管理/T-COST-001_专题学习包_成本估算预算储备分析与成本基准.md,成本估算、成本预算、储备分析与成本基准 > 本轮真题覆盖增强：估算、预算与储备口径,本轮真题覆盖增强：估算、预算与储备口径 本节把 questions.full.clean.md 与既有真题映射中的高频考法反查回本专题。2010 上午题考自下而上估算第一步、间接成本、EV 信息不足；成本专题要帮助判断“题目给的数据能不能算”。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;案例模板卡;流程卡;计算卡;辨析卡,计算题,A,3,False,,,
KP-0099,T-COST-001,成本估算、成本预算、储备分析与成本基准,成本管理,SRC-T-COST-001-0009,topic_learning_packages/topics/07_成本管理/T-COST-001_专题学习包_成本估算预算储备分析与成本基准.md,成本估算、成本预算、储备分析与成本基准 > 本专题的最小掌握标准,本专题的最小掌握标准 学完本专题后，至少能做到：① 区分四种估算方法并判断适用场景；② 区分应急储备和管理储备（基准内/外、谁可动用）；③ 理解成本基准 = 工作包估算 + 应急储备；④ 在案例题中分析估算不准的原因。 ---,可用于定义识别、场景判断、流程边界或案例答题。,案例模板卡,下午案例,A,3,True,,,verification
KP-0100,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0001,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,挣值管理与成本绩效分析,"T-COST-002｜挣值管理与成本绩效分析 本专题用于学习""项目成本管理""中最容易出计算题和案例题的一组核心内容：挣值管理（EVM）、计划值（PV）、挣值（EV）、实际成本（AC）、成本偏差（CV）、进度偏差（SV）、成本绩效指数（CPI）、进度绩效指数（SPI）、完工估算（EAC）、完工尚需估算（ETC）和完工偏差（VAC）。它们不是孤立公式，而是围绕一",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;计算卡,计算题,A,3,False,,,
KP-0101,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0002,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,挣值管理与成本绩效分析 > 先看这个专题的主线,"先看这个专题的主线 挣值管理最容易被学成""背公式""。很多同学把 PV、EV、AC、CV、SV、CPI、SPI 的公式抄在纸上反复默写，但一遇到稍微变化的题目就不知道用哪个公式。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;案例模板卡;计算卡,计算题,A,3,False,,,
KP-0102,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0003,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,挣值管理与成本绩效分析 > 三个基础指标：PV、EV、AC,三个基础指标：PV、EV、AC 挣值管理的所有计算都建立在三个基础指标之上。这三个指标需要深刻理解，不是简单背定义。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0103,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0004,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,"挣值管理与成本绩效分析 > 三个基础指标：PV、EV、AC > 计划价值（PV）——""按计划应该完成的工作值多少钱""","计划价值（PV）——""按计划应该完成的工作值多少钱"" [定义｜计划价值 PV] 计划价值（Planned Value）是为计划工作分配的经批准的预算。它是到某个特定时点为止，按计划应该完成的工作所对应的预算金额。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;计算卡,计算题,A,3,False,,,
KP-0104,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0005,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,"挣值管理与成本绩效分析 > 三个基础指标：PV、EV、AC > 挣值（EV）——""实际完成的工作按预算值多少钱""","挣值（EV）——""实际完成的工作按预算值多少钱"" [定义｜挣值 EV] 挣值（Earned Value）是对已完成工作的测量值，用分配给该工作的预算来表示。它是实际完成的工作所对应的经批准的预算。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0105,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0006,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,"挣值管理与成本绩效分析 > 三个基础指标：PV、EV、AC > 实际成本（AC）——""完成这些工作实际花了多少钱""","实际成本（AC）——""完成这些工作实际花了多少钱"" [定义｜实际成本 AC] 实际成本（Actual Cost）是在给定时段内，执行工作而实际发生的总成本。它是为完成与 EV 相对应的工作而发生的全部费用。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0106,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0007,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,挣值管理与成本绩效分析 > 三个基础指标：PV、EV、AC > 三个指标的关系：一图胜千言,"三个指标的关系：一图胜千言 把这三个指标画在一起的时候，PV 代表""时间线上的预算""，EV 代表""实际产出能折合多少预算""，AC 代表""实际投入了多少钱""。SV 比较的是产出和计划，CV 比较的是产出和投入。",可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0107,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0008,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,挣值管理与成本绩效分析 > 四个绩效指标：偏差与指数 > 进度偏差（SV）和成本偏差（CV）,进度偏差（SV）和成本偏差（CV） [公式｜进度偏差 SV] SV = EV − PV - SV 0：进度提前（完成的预算价值超过了计划值） - SV = 0：进度符合计划 - SV < 0：进度滞后（完成的预算价值低于计划值） [公式｜成本偏差 CV] CV = EV − AC - CV 0：成本节约（完成的工作价值超过了实际花费） - CV = 0：成本,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,True,,,verification
KP-0108,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0009,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,挣值管理与成本绩效分析 > 四个绩效指标：偏差与指数 > 进度绩效指数（SPI）和成本绩效指数（CPI）,进度绩效指数（SPI）和成本绩效指数（CPI） [公式｜进度绩效指数 SPI] SPI = EV / PV - SPI 1：进度效率高于计划 - SPI = 1：进度效率符合计划 - SPI < 1：进度效率低于计划 [公式｜成本绩效指数 CPI] CPI = EV / AC - CPI 1：成本效率高于计划（花更少的钱完成更多的工作） - CPI = 1：,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0109,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0010,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,挣值管理与成本绩效分析 > 预测指标：EAC、ETC、TCPI,预测指标：EAC、ETC、TCPI 挣值管理的终极价值在于预测。当项目已经执行了一段时间，掌握了 CV、SV、CPI、SPI 等指标后，就可以预测项目完工时的总成本。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;计算卡,计算题,A,3,False,,,
KP-0110,T-COST-002,挣值管理与成本绩效分析,成本管理,SRC-T-COST-002-0011,topic_learning_packages/topics/07_成本管理/T-COST-002_专题学习包_挣值管理与成本绩效分析.md,挣值管理与成本绩效分析 > 预测指标：EAC、ETC、TCPI > 完工估算（EAC）,完工估算（EAC） [定义｜完工估算 EAC] 根据当前项目绩效和风险量化，对项目完工时总成本的预测。EAC 不是一个确定的数，而是基于不同假设条件计算出的预测值。,可用于定义识别、场景判断、流程边界或案例答题。,公式卡;关键词识别卡;计算卡,计算题,A,3,False,,,
